106	203	884	75	797	734	641	258	246	
107	738	437	233	413	857	583	599	252	
108	642	710	726	320	387	182	233	702	
109	804	842	594	647	873	515	699	436	
110	855	638	836	745	104	755	266	584	
111	869	815	895	466	425	231	106	184	
112	814	383	103	791	122	617	414	751	
113	86	483	810	124	540	446	742	604	
114	768	793	578	624	771	137	207	642	
115	306	678	433	10	561	71	336	370	
116	526	479	1	264	638	399	349	531	
117	534	268	277	232	533	751	644	718	
118	151	19	846	67	256	15	182	649	
119	670	716	803	774	22	857	775	648	
120	294	397	329	644	700	808	328	18	
121	845	356	66	491	621	132	207	45	
122	655	776	264	507	411	750	470	106	
123	862	143	876	713	151	430	615	730	
124	287	231	311	307	757	840	815	139	
125	512	176	58	297	97	99	94	110	
126	7	334	398	82	684	579	598	864	
127	777	652	202	753	729	573	505	396	
128	445	286	33	864	202	670	116	705	
129	833	97	103	292	46	614	42	806	
130	772	727	574	509	363	792	516	626	
131	80	196	371	448	707	565	600	836	
132	823	146	808	664	196	652	127	686	
133	518	898	47	81	639	23	90	73	
134	227	639	48	77	11	335	318	228	
135	13	46	743	727	390	62	572	695	
136	547	464	846	329	203	340	533	385	
137	284	487	647	415	743	325	361	874	
138	502	86	417	584	687	70	836	418	
139	190	422	108	440	176	517	659	383	
140	613	656	294	638	3	10	585	204	
141	855	567	309	622	212	585	75	136	
142	567	603	894	874	666	896	716	375	
143	279	43	351	235	705	834	762	653	
144	538	739	137	293	776	3	828	667	
145	722	774	363	560	564	595	80	613	
146	130	354	139	314	288	847	227	66	
147	390	620	685	418	385	417	268	866	
148	273	178	573	743	345	59	213	76	
149	106	696	367	313	662	798	412	743	
150	562	226	701	875	69	12	784	533	
151	298	14	393	190	26	535	109	829	
152	765	782	243	356	9	307	877	235	
153	140	309	635	203	841	785	5	495	
154	786	313	99	732	153	451	839	835	
155	55	843	359	691	665	111	86	541	
156	290	832	852	855	158	562	326	440	
157	641	659	608	207	287	495	463	211	
158	131	437	630	741	813	391	400	799	
159	724	11	397	441	185	29	738	752	
160	495	461	5	868	573	648	76	646	
161	700	628	306	351	22	492	362	23	
162	528	39	205	217	108	201	381	727	
163	792	732	291	104	410	777	202	440	
164	183	627	286	872	393	216	109	697	
165	635	649	618	98	459	39	644	74	
166	587	130	24	577	890	105	172	473	
167	576	818	357	203	45	267	588	801	
168	807	154	706	755	136	884	817	346	
169	117	436	102	647	520	807	181	143	
170	560	512	417	573	486	350	727	693	
171	571	36	586	453	578	649	5	668	
172	662	767	756	569	829	784	586	277	
173	89	741	194	751	326	786	325	81	
174	812	11	426	772	719	496	798	126	
175	376	280	757	127	403	399	384	310	
176	508	93	127	669	724	870	455	888	
177	173	93	521	344	370	685	371	280	
178	205	526	622	557	836	127	440	694	
179	616	385	152	131	631	710	857	201	
180	897	770	452	517	672	668	21	44	
181	304	491	880	747	703	22	314	478	
182	269	750	722	558	527	641	266	596	
183	479	224	502	280	244	105	542	826	
184	346	717	162	709	88	569	809	212	
185	852	189	553	816	483	378	441	9	
186	838	627	625	683	102	639	235	809	
187	815	785	482	164	574	477	622	35	
188	514	233	230	189	205	811	432	597	
189	519	812	260	199	776	594	562	611	
190	656	787	624	193	583	221	306	145	
191	193	806	527	365	145	841	732	72	
192	652	198	235	681	811	613	378	848	
193	354	468	661	179	156	590	618	30	
194	493	813	255	742	15	402	678	329	
195	341	664	261	138	26	621	853	896	
196	880	822	714	8	886	342	784	594	
197	374	125	484	271	676	278	277	648	
198	667	356	630	184	552	763	688	157	
199	788	750	854	175	196	644	115	590	
200	844	451	589	696	874	609	885	28	
201	173	432	452	857	839	794	763	3	
202	24	264	21	305	43	821	458	694	
203	201	501	793	681	224	256	617	156	
204	652	195	823	291	258	32	301	309	
205	210	567	310	68	635	66	794	757	
206	497	649	146	824	564	57	888	732	
207	330	266	222	686	502	731	899	180	
208	651	106	897	36	305	859	177	261	
209	792	48	721	844	235	746	898	506	
210	661	602	898	261	308	118	125	81	
211	642	471	613	693	324	273	785	878	
212	462	546	297	882	505	558	28	727	
213	326	145	332	710	780	149	337	475	
214	677	492	382	199	870	173	281	316	
215	259	275	649	717	62	8	479	304	
216	313	76	496	228	451	114	108	558	
217	153	36	98	513	529	896	461	397	
218	280	860	806	469	262	212	679	490	
219	596	61	662	271	889	664	162	800	
220	394	792	624	768	381	176	499	361	
221	770	220	110	243	71	613	678	143	
222	452	74	61	630	424	124	426	588	
223	700	585	352	445	349	842	797	201	
224	358	579	333	652	295	189	313	491	
225	667	725	8	148	789	383	422	240	
226	573	341	205	559	431	885	63	675	
227	149	119	130	772	628	459	233	232	
228	197	181	636	241	275	421	643	740	
229	237	65	333	489	180	750	189	855	
230	119	225	382	76	478	846	402	127	
231	824	754	247	127	409	614	719	19	
232	213	697	26	283	141	828	181	231	
233	495	487	644	299	142	151	87	205	
234	541	330	788	736	338	77	433	10	
235	672	190	898	729	357	141	835	139	
236	63	715	888	316	277	2	673	437	
237	674	40	793	838	897	427	38	489	
238	773	329	21	464	573	562	381	537	
239	898	577	332	484	34	11	52	482	
240	607	676	45	305	646	745	176	648	
241	649	777	370	632	865	888	823	10	
242	1	344	189	134	275	25	230	311	
243	421	631	481	874	723	247	77	617	
244	114	417	131	265	423	655	169	867	
245	831	701	704	859	204	474	759	892	
246	19	767	186	780	135	845	101	596	
247	44	245	327	713	119	798	22	312	
248	285	754	177	507	577	120	895	13	
249	35	285	47	582	99	715	546	93	
250	572	423	732	216	865	470	875	353	
251	717	818	567	694	148	27	167	422	
252	62	455	800	579	178	741	235	767	
253	344	688	472	419	176	217	544	830	
254	50	135	139	401	777	32	419	217	
255	565	614	166	710	406	801	879	490	
256	105	502	843	465	680	575	709	517	
257	448	14	558	184	55	190	752	13	
258	538	607	201	321	242	638	812	608	
259	183	145	12	444	180	752	632	174	
260	501	642	220	487	59	433	139	247	
261	148	34	890	881	880	739	680	506	
262	120	459	605	838	890	431	101	65	
263	50	628	33	730	472	409	460	894	
264	537	712	315	515	389	885	540	344	
265	111	223	30	585	415	574	736	697	
266	775	809	272	752	835	794	320	249	
267	145	889	704	782	124	561	708	614	
268	744	33	149	471	794	70	877	865	
269	11	563	648	431	278	893	223	252	
270	423	85	283	27	881	72	123	573	
271	542	843	227	791	770	552	642	186	
272	850	201	789	638	607	715	381	459	
273	451	337	575	12	210	291	401	176	
274	9	466	152	215	234	534	542	633	
275	46	111	283	839	514	244	191	749	
276	699	450	834	409	800	48	35	764	
277	492	276	592	7	214	18	426	127	
278	691	288	185	224	235	355	895	181	
279	388	621	120	479	298	328	727	490	
280	129	315	440	520	666	472	413	535	
281	530	838	302	64	790	297	191	146	
282	661	281	740	258	80	173	491	492	
283	589	893	675	295	431	260	44	522	
284	28	674	364	205	557	709	303	281	
285	544	764	314	156	401	317	687	620	
286	142	661	19	697	587	434	478	360	
287	143	163	789	332	242	77	539	283	
288	230	264	560	767	425	797	77	829	
289	637	68	577	165	655	672	866	405	
290	47	396	147	771	610	187	470	214	
291	722	256	309	644	648	875	206	632	
292	369	886	572	191	13	94	145	76	
293	405	816	790	871	471	799	672	607	
294	42	456	162	609	687	116	672	188	
295	52	702	576	351	108	549	713	266	
296	760	767	460	484	533	26	389	819	
297	24	633	290	286	293	729	649	731	
298	323	223	403	146	636	337	519	783	
299	294	498	110	590	213	608	831	512	
300	50	16	48	626	659	258	228	360	
301	409	367	540	143	444	584	118	6	
302	523	25	600	732	31	357	251	690	
303	146	206	576	626	313	876	557	56	
304	221	608	44	325	105	417	479	28	
305	256	647	17	299	421	213	876	131	
306	627	589	508	281	341	110	94	304	
307	123	419	590	721	588	19	390	416	
308	419	151	275	130	329	413	814	305	
309	130	54	577	792	194	610	770	603	
310	240	220	726	120	311	247	884	536	
311	501	453	873	520	117	871	334	4	
312	693	702	89	66	807	644	579	210	
313	93	303	289	664	36	30	807	760	
314	801	748	691	574	313	156	149	743	
315	619	396	624	648	702	863	865	540	
316	116	770	302	405	838	769	634	803	
317	513	846	504	866	639	389	864	97	
318	339	177	726	154	411	799	572	816	
319	785	420	843	450	534	682	567	233	
320	702	302	560	604	894	520	769	304	
321	892	299	14	466	184	774	413	813	
322	140	150	629	68	240	585	44	129	
323	742	522	376	591	221	305	134	385	
324	896	652	887	26	811	440	49	569	
325	865	480	119	402	701	792	91	135	
326	556	177	625	551	366	731	605	143	
327	867	53	492	609	501	10	644	788	
328	440	166	254	127	473	366	224	554	
329	358	76	360	365	395	99	264	787	
330	696	114	725	629	754	376	471	106	
331	894	320	823	609	625	555	752	66	
332	442	745	204	364	533	846	768	629	
333	474	416	850	777	273	757	714	824	
334	301	314	569	844	204	222	111	706	
335	301	419	631	312	862	558	647	620	
336	464	496	389	403	503	112	354	485	
337	236	548	623	670	112	845	82	77	
338	741	607	134	204	636	358	563	771	
339	195	270	674	632	159	820	531	113	
340	743	75	347	219	661	148	702	721	
341	889	52	338	190	164	801	35	10	
342	273	589	739	852	563	712	409	645	
343	8	728	497	659	833	434	234	600	
344	253	35	269	496	607	176	272	519	
345	317	548	428	550	640	108	758	215	
346	404	773	716	246	492	210	764	407	
347	514	612	587	365	688	367	53	892	
348	227	511	258	219	350	3	827	591	
349	563	652	742	121	39	736	28	230	
350	819	239	519	592	188	312	463	0	
351	750	67	146	475	792	684	112	152	
352	279	459	214	598	654	760	628	741	
353	376	291	563	68	525	694	887	665	
354	355	402	676	745	583	488	685	70	
355	759	392	313	198	461	327	338	384	
356	436	671	156	829	480	28	344	496	
357	27	842	136	818	35	444	640	93	
358	374	502	532	831	707	165	638	404	
359	507	360	193	449	17	426	269	86	
360	167	172	871	785	131	557	737	692	
361	122	117	294	471	162	669	313	62	
362	506	521	496	431	43	410	56	880	
363	42	885	653	453	349	746	117	212	
364	693	684	18	437	878	114	597	141	
365	47	114	549	204	594	698	98	873	
366	194	529	702	578	506	54	584	749	
367	512	302	570	767	453	682	450	193	
368	577	106	506	97	153	520	385	212	
369	852	199	570	325	754	127	394	82	
370	746	4	234	210	410	802	759	403	
371	296	899	675	76	713	322	507	443	
372	259	864	783	865	429	552	177	7	
373	113	337	316	336	62	142	178	437	
374	254	794	849	582	375	506	238	273	
375	600	554	893	851	151	140	93	551	
376	70	551	541	530	101	511	456	693	
377	178	317	101	741	99	627	172	422	
378	107	490	825	767	792	487	302	172	
379	619	243	599	225	604	329	25	64	
380	494	319	691	631	620	238	168	80	
381	493	397	53	896	349	160	83	180	
382	275	749	256	51	233	554	356	803	
383	655	863	752	326	266	357	656	757	
384	490	576	777	707	672	585	465	597	
385	438	755	374	753	718	734	306	865	
386	130	449	396	53	125	532	885	9	
387	551	331	575	169	294	746	712	812	
388	811	541	11	113	304	571	581	785	
389	530	430	727	617	490	733	83	244	
390	744	162	141	567	104	604	650	374	
391	309	639	93	541	5	105	499	879	
392	630	35	487	778	293	3	124	637	
393	166	127	208	651	419	655	56	198	
394	622	43	859	195	703	755	48	451	
395	624	300	102	44	844	93	468	283	
396	735	262	64	644	888	679	849	454	
397	281	740	224	644	458	540	411	845	
398	385	662	161	208	657	648	866	524	
399	627	137	861	733	48	385	376	330	
400	748	457	649	803	854	548	571	43	
401	108	89	585	90	21	279	150	678	
402	479	810	775	87	39	612	492	81	
403	108	551	116	825	573	897	21	491	
404	778	532	565	373	496	815	707	458	
405	781	489	544	741	422	704	360	619	
406	193	740	76	272	620	614	411	674	
407	476	459	397	863	686	267	129	150	
408	575	837	582	110	183	692	646	856	
409	441	168	89	866	15	610	376	309	
410	743	801	807	174	866	136	878	899	
411	573	403	240	386	74	401	129	733	
412	305	776	856	291	21	865	537	782	
413	658	142	144	409	129	229	221	220	
414	769	847	178	633	367	282	737	526	
415	53	840	647	376	583	724	676	227	
416	93	20	283	874	655	749	168	223	
417	357	476	89	810	39	493	29	425	
418	342	615	871	145	412	795	673	719	
419	351	867	548	658	447	114	414	91	
420	737	475	368	625	328	23	734	469	
421	309	583	667	165	289	722	12	364	
422	590	275	247	387	289	466	768	192	
423	132	16	357	898	396	880	859	837	
424	82	830	504	564	508	147	842	684	
425	382	431	66	265	552	322	68	882	
426	483	325	457	51	435	353	633	125	
427	757	186	435	505	640	63	729	223	
428	694	150	295	653	217	174	577	99	
429	295	2	197	494	83	764	502	709	
430	750	634	883	35	701	388	60	535	
431	513	776	583	605	664	387	141	813	
432	395	464	54	49	601	291	756	468	
433	104	71	647	324	257	288	210	571	
434	168	544	899	661	352	204	212	71	
435	11	240	635	556	517	269	731	849	
436	518	730	542	160	53	213	560	598	
437	435	13	90	894	875	310	641	18	
438	508	310	114	654	559	709	18	299	
439	642	814	201	151	776	669	327	650	
440	560	389	733	40	796	373	241	863	
441	176	699	19	751	137	768	614	897	
442	245	866	143	16	226	153	727	782	
443	15	374	224	792	249	241	518	455	
444	449	677	797	209	355	145	625	432	
445	747	873	145	373	791	767	268	774	
446	674	350	36	178	2	366	363	140	
447	740	67	149	723	754	481	31	134	
448	588	494	691	843	599	773	431	49	
449	740	354	156	742	97	65	295	882	
450	678	589	305	99	704	309	792	607	
451	548	217	119	580	463	68	841	214	
452	690	530	488	307	3	292	7	782	
453	52	381	105	842	678	80	342	592	
454	892	468	491	345	550	518	232	834	
455	725	526	38	233	451	463	893	821	
456	610	667	233	130	694	783	289	776	
457	805	255	657	799	536	420	855	333	
458	544	569	48	888	279	627	285	419	
459	829	481	11	111	742	103	832	545	
460	876	859	586	804	886	431	606	219	
461	367	557	676	336	678	426	215	101	
462	384	413	815	803	16	79	461	467	
463	54	109	511	224	634	330	593	205	
464	873	738	761	74	414	293	224	716	
465	345	883	454	808	84	768	1	183	
466	302	595	869	28	575	121	184	381	
467	81	259	210	649	707	339	148	32	
468	811	43	67	795	464	426	689	242	
469	666	98	507	779	143	799	236	332	
470	114	152	466	732	868	736	380	848	
471	675	26	442	837	162	389	799	13	
472	767	406	360	870	794	303	781	613	
473	819	730	455	311	413	53	251	891	
474	519	322	49	133	620	450	583	666	
475	787	396	796	326	889	855	867	133	
476	654	736	342	326	704	227	398	6	
477	5	361	743	99	552	353	68	37	
478	800	72	732	204	10	575	495	116	
479	50	403	121	94	290	378	289	840	
480	826	11	552	445	531	85	874	249	
481	768	676	485	777	45	381	188	280	
482	39	159	814	288	364	60	773	267	
483	33	485	756	240	91	224	8	603	
484	543	245	193	188	242	610	846	725	
485	515	85	344	532	568	776	215	467	
486	705	61	551	583	496	265	404	699	
487	98	503	278	11	809	820	708	146	
488	841	646	80	786	637	37	385	832	
489	517	693	512	765	377	665	776	207	
490	639	808	127	713	250	486	340	782	
491	297	236	137	545	722	25	535	611	
492	495	881	291	710	797	5	112	202	
493	691	643	539	748	517	232	738	580	
494	374	222	575	139	456	562	751	699	
495	123	704	559	168	848	424	649	578	
496	213	739	765	428	207	354	893	187	
497	81	122	392	78	644	440	416	698	
498	899	185	757	753	797	251	692	38	
499	291	464	456	12	449	624	380	200	
500	305	636	668	353	270	150	176	690	
501	628	601	712	786	617	656	624	45	
502	102	6	288	9	834	710	782	234	
503	516	600	873	565	484	177	744	857	
504	216	365	862	454	85	284	442	897	
505	494	792	589	684	112	629	661	820	
506	826	728	564	890	819	713	738	31	
507	653	890	377	544	674	43	700	805	
508	701	373	686	145	570	610	632	506	
509	701	67	810	304	86	271	852	122	
510	225	83	728	813	780	850	394	725	
511	33	689	66	840	625	712	100	158	
512	351	406	39	2	746	76	786	209	
513	92	247	220	315	316	159	873	5	
514	61	629	692	452	211	611	613	648	
515	490	880	844	107	827	504	705	237	
516	18	86	895	83	866	475	824	120	
517	375	704	555	729	279	821	361	398	
518	538	272	756	569	258	484	365	93	
519	517	590	488	347	184	262	720	788	
520	890	353	130	629	187	640	226	676	
521	430	508	687	90	304	466	345	216	
522	365	657	671	469	483	899	151	646	
523	868	387	850	1	556	293	602	841	
524	217	418	837	781	30	330	341	702	
525	482	360	240	793	40	126	157	220	
526	112	457	653	627	897	894	205	712	
527	139	468	592	97	440	131	512	662	
528	540	263	140	875	834	500	154	240	
529	48	662	193	21	498	407	884	203	
530	650	590	172	486	882	365	343	649	
531	468	804	548	477	362	581	850	645	
532	828	639	85	613	691	256	208	519	
533	398	171	78	129	123	414	279	640	
534	668	565	720	117	839	34	450	695	
535	877	200	883	413	887	681	228	290	
536	177	380	161	887	137	262	261	44	
537	651	82	327	511	426	546	392	370	
538	161	214	685	777	119	467	323	282	
539	775	869	476	505	47	875	368	675	
540	108	177	412	702	859	418	119	291	
541	153	47	162	108	151	77	645	860	
542	23	625	232	743	839	534	810	842	
543	135	883	434	866	806	800	189	207	
544	264	584	318	459	113	224	160	786	
545	102	10	18	660	280	347	553	740	
546	145	74	369	729	92	856	265	868	
547	579	123	119	143	387	742	265	114	
548	864	104	543	210	535	660	754	230	
549	628	182	660	116	156	253	420	344	
550	39	586	847	515	27	892	380	658	
551	875	106	888	899	589	247	367	517	
552	319	272	422	95	425	574	586	286	
553	178	586	806	478	754	277	73	153	
554	224	645	350	280	208	456	781	32	
555	335	572	692	413	334	464	852	889	
556	607	458	282	481	586	831	872	429	
557	29	230	610	137	648	147	608	245	
558	357	581	63	611	863	418	851	795	
559	748	58	610	381	165	816	326	781	
560	899	385	702	95	827	321	806	496	
561	266	494	673	528	363	126	754	786	
562	303	311	221	58	530	750	642	856	
563	94	750	11	733	140	103	481	378	
564	579	608	183	560	890	135	649	592	
565	218	703	744	194	163	23	562	499	
566	850	681	238	253	157	104	71	762	
567	532	878	328	320	118	838	753	292	
568	408	545	26	276	616	432	421	618	
569	118	667	12	151	53	183	75	540	
570	726	198	171	73	426	423	94	543	
571	297	45	129	37	732	216	621	507	
572	143	491	43	494	10	401	477	5	
573	857	513	488	384	108	634	746	842	
574	287	69	749	196	243	757	63	414	
575	281	219	259	883	757	44	314	820	
576	4	677	528	47	296	145	253	134	
577	504	711	231	523	653	856	446	360	
578	691	335	193	216	313	292	763	671	
579	228	270	225	326	834	23	745	724	
580	210	172	591	661	750	641	420	623	
581	737	333	400	877	567	761	748	259	
582	325	217	623	866	550	691	611	268	
583	622	322	92	542	824	702	442	255	
584	545	246	566	538	203	101	248	173	
585	870	758	678	687	847	564	682	656	
586	634	849	721	176	731	543	302	612	
587	845	888	99	269	894	591	315	625	
588	545	745	743	494	828	348	827	689	
589	849	681	602	386	530	808	505	217	
590	814	379	317	451	502	694	531	130	
591	198	565	584	888	268	546	374	247	
592	24	801	657	338	27	236	124	292	
593	485	455	336	624	45	26	258	266	
594	570	879	206	603	366	618	349	881	
595	799	350	699	660	449	109	841	613	
596	234	84	702	75	0	593	547	161	
597	549	239	209	751	564	18	490	330	
598	220	68	288	295	661	679	247	869	
599	375	566	514	718	97	646	39	323	
600	602	480	694	554	811	497	432	633	
601	725	615	156	824	307	257	74	31	
602	607	268	652	814	579	388	840	578	
603	491	184	204	752	76	665	624	457	
604	755	826	722	811	727	834	897	499	
605	211	887	364	143	797	877	181	898	
606	508	366	403	4	527	283	279	120	
607	28	769	477	39	644	637	654	565	
608	296	511	83	319	506	417	469	692	
609	165	784	13	172	76	836	102	205	
610	581	296	391	799	349	226	130	779	
611	564	480	110	59	34	240	604	851	
612	226	693	201	719	152	655	746	237	
613	9	157	516	60	238	471	228	571	
614	686	655	647	284	294	266	355	152	
615	609	28	440	252	895	875	846	134	
616	85	622	875	597	63	341	460	841	
617	540	326	389	559	551	832	834	545	
618	612	302	831	383	366	886	26	893	
619	771	729	831	354	553	776	600	479	
620	651	20	285	782	569	662	380	727	
621	658	733	176	386	387	803	311	265	
622	7	863	644	458	883	175	60	198	
623	140	59	51	439	363	18	699	375	
624	339	225	551	304	576	822	646	256	
625	751	515	166	233	161	493	534	73	
626	215	433	728	415	533	660	388	816	
627	743	626	835	391	445	518	505	77	
628	321	678	245	835	652	627	72	449	
629	405	197	650	784	462	571	142	642	
630	306	530	64	130	743	859	146	705	
631	229	813	455	712	436	411	877	815	
632	871	174	413	441	598	14	748	671	
633	2	479	830	828	151	735	506	177	
634	523	246	336	14	273	811	58	652	
635	60	125	593	113	394	117	186	25	
636	138	550	34	548	530	233	756	331	
637	360	480	417	255	526	806	73	72	
638	509	161	653	159	442	142	99	897	
639	141	623	662	697	771	596	153	817	
640	512	722	598	580	63	236	673	714	
641	749	566	756	120	49	600	753	40	
642	474	377	852	502	129	733	247	619	
643	134	668	585	28	138	244	698	654	
644	362	404	709	603	832	892	319	117	
645	312	124	796	779	435	297	145	676	
646	708	343	143	859	496	843	519	760	
647	854	749	802	513	150	868	756	4	
648	832	9	38	354	470	659	566	265	
649	312	815	324	114	198	471	67	88	
650	849	737	319	77	649	704	402	778	
651	292	826	675	181	184	598	881	95	
652	730	726	487	215	589	295	272	223	
653	163	466	302	537	425	103	24	393	
654	583	642	647	115	365	82	598	443	
655	443	126	595	608	360	325	480	84	
656	13	118	582	646	807	459	232	534	
657	430	484	304	749	48	721	718	275	
658	132	892	148	255	227	574	417	831	
659	374	534	298	230	226	294	473	544	
660	887	375	799	276	307	734	13	584	
661	0	648	489	51	460	169	381	526	
662	368	477	148	761	410	561	28	55	
663	37	54	238	793	670	545	760	118	
664	80	142	735	848	795	754	656	217	
665	782	185	869	333	830	378	427	714	
666	225	704	430	256	697	858	757	641	
667	146	769	348	723	429	858	281	601	
668	806	17	194	841	162	629	785	836	
669	455	287	673	335	132	692	697	117	
670	496	283	350	510	712	805	22	795	
671	211	266	703	644	467	184	230	676	
672	136	844	491	101	544	355	62	631	
673	68	172	116	496	204	838	436	890	
674	824	155	307	792	217	533	321	828	
675	805	24	403	851	223	729	758	476	
676	448	475	194	164	529	377	174	130	
677	268	583	237	754	722	510	819	381	
678	26	53	91	192	169	75	519	228	
679	375	169	251	612	608	306	162	846	
680	315	83	245	32	873	743	125	697	
681	484	633	553	277	547	360	329	856	
682	620	374	82	163	444	25	73	17	
683	718	588	0	484	696	401	827	520	
684	822	694	568	167	258	86	50	475	
685	164	563	591	74	114	742	90	384	
686	768	235	0	311	712	534	500	164	
687	138	600	768	385	737	657	342	660	
688	278	606	490	382	498	510	835	226	
689	889	131	792	242	160	104	61	588	
690	457	194	275	62	538	67	64	97	
691	820	291	209	155	156	690	699	132	
692	66	579	367	428	554	222	69	752	
693	865	682	684	575	467	413	71	400	
694	883	390	869	711	643	144	301	704	
695	429	382	441	754	33	738	279	305	
696	285	788	203	597	634	621	614	548	
697	257	110	449	835	773	703	686	99	
698	359	677	655	28	425	152	169	853	
699	117	330	342	544	108	168	864	149	
700	155	25	688	340	253	811	334	362	
701	120	716	691	804	376	769	20	317	
702	500	84	449	382	277	363	307	182	
703	153	515	673	735	201	85	64	796	
704	416	295	772	9	713	828	804	499	
705	891	339	315	774	409	522	575	114	
706	763	239	238	331	702	749	604	262	
707	581	734	481	759	698	161	544	269	
708	11	792	361	535	522	899	353	440	
709	300	548	510	657	511	499	688	897	
710	211	465	137	837	134	666	675	692	
711	136	825	614	179	775	442	378	70	
712	572	888	652	320	820	457	324	669	
713	51	525	266	475	488	769	586	594	
714	304	799	822	509	218	45	834	739	
715	721	170	211	357	774	400	768	731	
716	339	235	401	848	225	417	224	207	
717	404	339	522	761	227	825	15	808	
718	627	244	609	642	750	17	684	104	
719	456	153	885	23	853	326	741	373	
720	95	601	188	223	845	245	715	861	
721	565	809	611	617	556	366	854	667	
722	878	726	115	561	483	893	603	765	
723	156	628	679	665	391	889	237	776	
724	46	432	137	240	584	36	581	63	
725	850	575	96	613	707	745	696	337	
726	828	402	812	891	624	817	240	197	
727	820	734	581	804	193	785	445	14	
728	652	230	317	333	623	551	618	726	
729	372	754	445	564	514	586	808	466	
730	628	263	87	142	659	887	627	646	
731	754	439	669	108	612	586	719	479	
732	41	392	379	33	858	81	401	0	
733	46	691	62	45	469	132	821	875	
734	589	161	214	289	81	884	600	26	
735	443	502	33	818	496	617	792	521	
